./org/jfree/chart/plot/Plot.java,org.jfree.chart.plot,Plot,209,1319
./org/jfree/chart/axis/Axis.java,org.jfree.chart.axis,Axis,147,1536
./org/jfree/chart/plot/Plot.java,org.jfree.chart.plot,Plot,209,1319
./org/jfree/chart/plot/CategoryPlot.java,org.jfree.chart.plot,CategoryPlot,93,4523
./org/jfree/chart/axis/Axis.java,org.jfree.chart.axis,Axis,147,1536
./org/jfree/chart/plot/CategoryPlot.java,org.jfree.chart.plot,CategoryPlot,93,4523
./org/jfree/chart/ChartFactory.java,org.jfree.chart,ChartFactory,109,1870
./org/jfree/chart/plot/XYPlot.java,org.jfree.chart.plot,XYPlot,111,4981
./org/jfree/chart/axis/ValueAxis.java,org.jfree.chart.axis,ValueAxis,119,1523
./org/jfree/chart/ChartFactory.java,org.jfree.chart,ChartFactory,109,1870
./org/jfree/chart/JFreeChart.java,org.jfree.chart,JFreeChart,635,1504
./org/jfree/chart/plot/XYPlot.java,org.jfree.chart.plot,XYPlot,111,4981
./org/jfree/chart/axis/ValueAxis.java,org.jfree.chart.axis,ValueAxis,119,1523
./org/jfree/chart/JFreeChart.java,org.jfree.chart,JFreeChart,635,1504
./org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java,org.jfree.chart.renderer.xy,AbstractXYItemRenderer,74,1524
./org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java,org.jfree.chart.renderer.xy,AbstractXYItemRenderer,74,1524
