./org/jfree/chart/plot/pie/PiePlot.java,org.jfree.chart.plot.pie,PiePlot,2921,68
./org/jfree/chart/plot/Plot.java,org.jfree.chart.plot,Plot,1319,224
./org/jfree/chart/axis/Axis.java,org.jfree.chart.axis,Axis,1536,158
./org/jfree/chart/plot/PolarPlot.java,org.jfree.chart.plot,PolarPlot,1841,62
./org/jfree/chart/axis/CategoryAxis.java,org.jfree.chart.axis,CategoryAxis,1296,73
./org/jfree/chart/plot/XYPlot.java,org.jfree.chart.plot,XYPlot,4981,123
./org/jfree/chart/internal/SerialUtils.java,org.jfree.chart.internal,SerialUtils,634,107
./org/jfree/chart/text/TextUtils.java,org.jfree.chart.text,TextUtils,699,54
./org/jfree/chart/renderer/category/AbstractCategoryItemRenderer.java,org.jfree.chart.renderer.category,AbstractCategoryItemRenderer,1542,78
./org/jfree/chart/JFreeChart.java,org.jfree.chart,JFreeChart,1504,650
./org/jfree/chart/renderer/category/BarRenderer.java,org.jfree.chart.renderer.category,BarRenderer,1200,76
./org/jfree/chart/renderer/category/CategoryItemRenderer.java,org.jfree.chart.renderer.category,CategoryItemRenderer,1439,66
./org/jfree/chart/axis/NumberAxis.java,org.jfree.chart.axis,NumberAxis,1024,53
./org/jfree/chart/renderer/category/LineAndShapeRenderer.java,org.jfree.chart.renderer.category,LineAndShapeRenderer,774,51
./org/jfree/chart/axis/ValueAxis.java,org.jfree.chart.axis,ValueAxis,1523,130
./org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java,org.jfree.chart.renderer.xy,AbstractXYItemRenderer,1524,85
./org/jfree/chart/legend/LegendItem.java,org.jfree.chart.legend,LegendItem,983,69
./org/jfree/chart/legend/LegendTitle.java,org.jfree.chart.legend,LegendTitle,617,54
./org/jfree/chart/plot/CategoryPlot.java,org.jfree.chart.plot,CategoryPlot,4523,105
./org/jfree/chart/renderer/xy/StandardXYItemRenderer.java,org.jfree.chart.renderer.xy,StandardXYItemRenderer,902,49
./org/jfree/chart/ChartFactory.java,org.jfree.chart,ChartFactory,1870,120
./org/jfree/chart/renderer/xy/XYAreaRenderer.java,org.jfree.chart.renderer.xy,XYAreaRenderer,649,54
./org/jfree/chart/renderer/xy/XYBarRenderer.java,org.jfree.chart.renderer.xy,XYBarRenderer,1084,63
./org/jfree/chart/renderer/xy/XYItemRenderer.java,org.jfree.chart.renderer.xy,XYItemRenderer,1327,81
./org/jfree/chart/renderer/xy/XYLineAndShapeRenderer.java,org.jfree.chart.renderer.xy,XYLineAndShapeRenderer,1078,54
./org/jfree/chart/plot/Crosshair.java,org.jfree.chart.plot,Crosshair,674,69
./org/jfree/data/general/DatasetUtils.java,org.jfree.data.general,DatasetUtils,2326,72
./org/jfree/chart/StandardChartTheme.java,org.jfree.chart,StandardChartTheme,1644,78
